bank_transaction_id,bank_transaction_description,bank_transaction_amount,bank_transaction_type
21792363,just eat,-34.48,CSH
21792364,Sundry debit: CONTACTLESS  HOTEL IBIS,-22.94,DEB
21792365,ON 30 Aug ASDA,-29.62,DEB
21792366,Sundry debit: 27Jul19 VIA MOBILE ONLINE starbucks,-17.24,MPO
21792367,VIA FASTER PAYMENT AIRBNB,-19.47,FPO
21792368,LEON,-21.71,FPO
21792369,macdonalds,-15.34,DEB
21792370,FASTER PAYMENTS OUT  greggs plc,-33.48,FPO
21792371,ON 2019-7-25 WAITROSE,-33.28,CSH
21792372,Fin:  KFC,-23.96,CSH
21792373,CARD PAYMENT travelodge,-32.9,DEB
21792374,aldi,-22.36,DEB
21792375,ON 2019-8-20 CARD PAYMENT MACDONALDS,-25.78,DEB
21792376,tesco garage ON 2019-7-25,-12.7,CSH
21792377,travelodge,-23.47,CSH
21792378,SUNDRY DEBIT wagamamas VIA MOBILE ONLINE,-17.92,MPO
21792379,wetherspoons 23Aug19,-16.15,MPO
21792380,STRBCKS CARD PAYMENT,-23.37,DEB
21792381,CARD PAYMENT ON 2019-8-20 leon,-18.57,DEB
21792382,TESCO METRO,-31.29,DEB
21792383,SUNDRY DEBIT ON 26 Aug VIA FASTER PAYMENT just eat,-17.81,FPO
21792384,FILLING STATION CONTACTLESS,-11.55,DEB
21792385,SUNDRY DEBIT PRET A MANGER,-21.1,FPO
21792386,FASTER PAYMENTS OUT  caffe nero,-5.15,FPO
21792387,SUNDRY DEBIT LEON ON 14 Jul,-22.42,DEB
21792388,KRISPY KREME,-10.04,DEB
21792389,BOOKING.COM,-25.41,DEB
21792390,5Jul19 COSTA COFFEE,-23.45,DEB
21792391,WETHERSPOONS,-16.56,CSH
21792392,COSTA COFFEE ON 2019-8-3,-22.61,CSH
21792393,ON 23 Aug CARD PAYMENT GIRAFFE,-22.55,DEB
21792394,Fin: airbnb CONTACTLESS 1Jul19,-13.64,DEB
21792395,CONTACTLESS NANDOS,-10.64,DEB
21792396,deliveroo.co.uk,-14.49,MPO
21792397,kfc,-25.71,FPO
21792398,SUNDRY DEBIT  PRET A MANGER,-6.56,DEB
21792399,PREMIER INN  FASTER PAYMENTS OUT,-17.23,FPO
21792400,MACDONALDS ON 16 Jul,-5.36,DEB
21792401,17Aug19 JUST EAT,-32.04,FPO
21792402,CARD PAYMENT TRAVELODGE ON 17 Aug,-35.06,DEB
21792403,Sundry debit: 15Aug19  PREMIER INN,-20.6,DEB
21792404,UBER EATS,-20.99,CSH
21792405,ON 2019-8-6 tesco garage,-11.83,CSH
21792406,Fin: ON 2019-8-19 TESCO METRO CARD PAYMENT,-20.21,DEB
21792407,Fin: greggs plc CARD PAYMENT 12Jul19,-32.36,DEB
21792408,COSTA COFFEE CARD PAYMENT ON 20 Jul,-16.27,DEB
21792409,Cash at Transact  dominos pizza uk,-27.63,CSH
21792410,SUNDRY DEBIT Apple Pay leon ON 28 Aug,-26.04,MPO
21792411,kfc ON 2019-7-21,-26.31,CSH
21792412,tesco garage,-24.36,CSH
21792413,www.just eat.co.uk  ON 2019-7-20,-24.01,DEB
21792414,ON 15 Aug macdonalds,-27.9,CSH
21792415,SUNDRY DEBIT  deliveroo.co.uk Cash at Transact,-14.79,CSH
21792416,oink ON 22 Jul CARD PAYMENT,-17.95,DEB
21792417,VIA FASTER PAYMENT lidl,-9.51,FPO
21792418,SUNDRY DEBIT  TRAVELODGE,-13.38,FPO
21792419,UBERUK_EATS  CARD PAYMENT,-13.54,DEB
21792420,VIA MOBILE ONLINE WETHERSPOONS ON 6 Aug,-19.41,MPO
21792421,Sundry debit:   TRAVEL LODGE,-5.94,CSH
21792422,starbucks  ON 2019-7-28,-21.05,CSH
21792423,Sundry debit:  14Jul19 costa coffee,-33.56,DEB
21792424,CARD PAYMENT  LEON,-14.92,DEB
21792425,Cash at Transact ON 2019-8-5 COSTA COFFEE,-35.08,CSH
21792426,JUST EAT,-16.83,DEB
21792427,UBERUK_EATS  ON 2019-8-22,-14.11,CSH
21792428,Sundry debit:   KFC,-8.87,DEB
21792429,OINK ON 13 Aug Apple Pay,-25.1,MPO
21792430,airbnb,-10.38,CSH
21792431,Sundry debit:  GREGGS PLC,-12.36,DEB
21792432,Fin:  costa coffee CARD PAYMENT,-10.48,DEB
21792433,Sundry debit:  nandos,-14.93,MPO
21792434,ON 2019-8-23  PRET A MANGER,-17.96,CSH
21792435,CONTACTLESS costa coffee,-22.74,DEB
21792436,VIA MOBILE ONLINE GREGGS PLC ON 29 Aug,-19.09,MPO
21792437,yo sushi Apple Pay ON 2019-8-17,-23.44,MPO
21792438,VIA MOBILE ONLINE STARBUCKS,-27.32,MPO
21792439,Sundry debit:  HILTON HOTELS,-13.75,CSH
21792440,Fin: strbcks 3Jul19 Cash at Transact,-4.0,CSH
21792441,UBER EATS,-21.85,FPO
21792442,ON 2019-7-10 travelodge,-17.05,MPO
21792443,Fin: ON 2019-7-20 leonardo hotel CONTACTLESS,-13.74,DEB
21792444,just eat Cash at Transact 21Aug19,-8.42,CSH
21792445,ASDA,-24.8,CSH
21792446,ON 20 Aug  starbucks,-33.65,DEB
21792447,Sundry debit: ON 2019-8-29 barburrito,-12.6,CSH
21792448,PRET A MANGER  VIA MOBILE ONLINE,-9.37,MPO
21792449,airbnb,-40.12,FPO
21792450,nandos CONTACTLESS 17Aug19,-5.89,DEB
21792451,13Aug19 barburrito CARD PAYMENT,-27.45,DEB
21792452,Fin: caffe nero,-12.01,FPO
21792453,Fin: ON 10 Jul LIDL,-14.19,DEB
21792454,Fin:  M&S SIMPLY FOOD ON 2019-7-9,-15.73,DEB
21792455,SUNDRY DEBIT  wagamamas ON 11 Aug,-20.16,DEB
21792456,ON 2019-8-22 PRET A MANGER CARD PAYMENT,-23.98,DEB
21792457,asda CARD PAYMENT,-29.41,DEB
21792458,DELIVEROO.CO.UK,-7.58,CSH
21792459,kfc 18Aug19,-22.03,CSH
21792460,17Aug19 GIRAFFE,-19.32,DEB
21792461,leon 3Aug19,-17.61,MPO
21792462,Sundry debit:  uber eats,-29.84,DEB
21792463,greggs plc ON 2019-8-13,-9.42,MPO
21792464,Sundry debit: CONTACTLESS AIRBNB,-11.21,DEB
21792465,Sundry debit:  COSTA COFFEE,-21.67,FPO
21792466,filling station 7Aug19,-15.51,DEB
21792467,AIRBNB,-19.0,FPO
21792468,PREMIER INN,-18.48,CSH
21792469,27Aug19 UBERUK_EATS,-16.79,DEB
21792470,Sundry debit:  ON 2019-8-4 macdonalds,-33.42,CSH
21792471,Fin:  ALDI 24Jul19,-22.71,CSH
21792472,ON 2019-8-5 M&S SIMPLY FOOD,-25.69,CSH
21792473,ON 3 Jul EASYJET INFLIGHT MEALS,-11.65,DEB
21792474,starbucks 29Aug19,-22.0,MPO
21792475,HILTON HOTELS ON 13 Jul,-18.54,CSH
21792476,TRAVELODGE 4Jul19,-24.61,DEB
21792477,Cash at Transact WAITROSE,-8.74,CSH
21792478,Sundry debit:   JUST EAT,-16.04,DEB
21792479,CARD PAYMENT GIRAFFE ON 22 Jul,-25.26,DEB
21792480,WWW.JUST EAT.CO.UK  CARD PAYMENT,-19.82,DEB
21792481,COSTA COFFEE,-10.26,MPO
21792482,CARD PAYMENT MACDONALDS,-6.3,DEB
21792483,Sundry debit:  BARBURRITO,-23.09,CSH
21792484,SUNDRY DEBIT CARD PAYMENT 7Aug19 STARBUCKS,-15.64,DEB
21792485,macdonalds 29Jul19,-11.0,DEB
21792486,Fin: tesco metro CONTACTLESS ON 27 Jul,-14.38,DEB
21792487,5Aug19 BARBURRITO CARD PAYMENT,-30.73,DEB
21792488,SUNDRY DEBIT ON 2019-7-13  KRISPY KREME,-40.15,CSH
21792489,CONTACTLESS  ASDA,-19.89,DEB
21792490,Cash at Transact macdonalds 25Aug19,-15.17,CSH
21792491,ON 2019-8-26 wagamamas,-23.04,DEB
21792492,Fin:   uber eats,-17.7,CSH
21792493,barburrito CONTACTLESS,-26.06,DEB
21792494,easyjet inflight meals ON 14 Aug,-18.15,DEB
21792495,deliveroo.co.uk 21Aug19 CARD PAYMENT,-45.25,DEB
21792496,greggs plc,-29.03,DEB
21792497,Fin: CARD PAYMENT WETHERSPOONS,-21.9,DEB
21792498,greggs plc  CONTACTLESS,-8.56,DEB
21792499,costa coffee CONTACTLESS,-9.52,DEB
21792500,Sundry debit: ON 2019-7-6 TESCO GARAGE CONTACTLESS,-28.45,DEB
21792501,16Jul19 STRBCKS,-19.51,CSH
21792502,ASDA,-29.0,DEB
21792503,CONTACTLESS  macdonalds,-9.42,DEB
21792504,CARD PAYMENT  tesco metro,-7.02,DEB
21792505,CONTACTLESS giraffe,-34.37,DEB
21792506,Cash at Transact  GREGGS PLC,-13.95,CSH
21792507,Fin: 18Jul19 macdonalds,-31.38,DEB
21792508,Sundry debit:  m&s simply food,-13.52,DEB
21792509,kfc CONTACTLESS,-9.27,DEB
21792510,TRAVELODGE,-24.96,CSH
21792511,just eat,-35.57,DEB
21792512,CARD PAYMENT BEST WESTERN,-33.5,DEB
21792513,Sundry debit: ASDA,-19.92,FPO
21792514,MACDONALDS ON 2019-7-31,-24.15,CSH
21792515,CARD PAYMENT booking.com,-19.15,DEB
21792516,ON 7 Aug STARBUCKS,-15.7,DEB
21792517,Sundry debit: YO SUSHI ON 2019-7-1 Cash at Transact,-30.29,CSH
21792518,SUNDRY DEBIT  caffe nero,-24.25,DEB
21792519,booking.com,-30.82,DEB
21792520,SUNDRY DEBIT NANDOS,-26.6,CSH
21792521,CARD PAYMENT COSTA COFFEE ON 2019-8-7,-2.54,DEB
21792522,booking.com,-17.62,CSH
21792523,SUNDRY DEBIT   LIDL,-26.93,MPO
21792524,Fin:  21Jul19 DOMINOS PIZZA UK,-39.49,CSH
21792525,oink,-9.53,DEB
21792526,Fin: CARD PAYMENT caffe nero,-27.06,DEB
21792527,JURYS INN,-27.94,DEB
21792528,TESCO GARAGE,-35.41,DEB
21792529,30Jul19 LIDL,-17.33,DEB
21792530,Fin:  airbnb,-13.12,CSH
21792531,Fin:  Apple Pay wagamamas,-42.69,MPO
21792532,WETHERSPOONS CONTACTLESS,-25.73,DEB
21792533,CONTACTLESS  STARBUCKS,-20.61,DEB
21792534,SUNDRY DEBIT CARD PAYMENT UBER EATS,-29.64,DEB
21792535,BOOKING.COM,-16.17,DEB
21792536,Sundry debit:  5Jul19 www.just eat.co.uk,-12.11,CSH
21792537,Sundry debit:  tesco metro,-19.13,FPO
21792538,Cash at Transact COSTA COFFEE ON 2019-7-19,-28.89,CSH
21792539,JUST EAT  ON 2019-7-12,-17.0,DEB
21792540,ON 7 Jul CONTACTLESS krispy kreme,-32.75,DEB
21792541,SAINSBURYS HEATHROW INTL,-21.55,CSH
21792542,Sundry debit:  KRISPY KREME,-18.55,DEB
21792543,VIA MOBILE ONLINE  HILTON HOTELS,-31.1,MPO
21792544,COSTA COFFEE,-19.08,DEB
21792545,premier inn,-23.48,DEB
21792546,STARBUCKS,-23.17,DEB
21792547,CARD PAYMENT JUST EAT ON 4 Aug,-19.99,DEB
21792548,SUNDRY DEBIT  STARBUCKS ON 2019-8-1,-6.4,DEB
21792549,Fin: STARBUCKS CARD PAYMENT 25Aug19,-6.69,DEB
21792550,STARBUCKS 18Jul19 CONTACTLESS,-23.34,DEB
21792551,WAGAMAMAS,-13.34,DEB
21792552,LEON,-19.41,CSH
21792553,tesco metro  Cash at Transact,-3.15,CSH
21792554,SUNDRY DEBIT CONTACTLESS aldi,-7.9,DEB
21792555,Sundry debit: ON 2019-8-1 starbucks,-12.01,CSH
21792556,SUNDRY DEBIT   airbnb,-28.73,DEB
21792557,ON 2019-8-3 booking.com,-4.74,CSH
21792558,Cash at Transact AIRBNB ON 21 Aug,-21.39,CSH
21792559,Sundry debit: GREGGS PLC,-30.84,CSH
21792560,SUNDRY DEBIT CONTACTLESS THE MORTAR AND PESTLE,-15.38,DEB
21792561,ON 23 Aug ALDI Cash at Transact,-12.49,CSH
21792562,GREGGS PLC,-28.43,DEB
21792563,SUNDRY DEBIT nandos CONTACTLESS ON 31 Aug,-16.31,DEB
21792564,SUNDRY DEBIT CONTACTLESS NANDOS 23Jul19,-18.58,DEB
21792565,tesco metro,-27.04,CSH
21792566,FILLING STATION  ON 10 Jul,-26.82,DEB
21792567,SUNDRY DEBIT macdonalds CONTACTLESS ON 5 Jul,-36.17,DEB
21792568,ON 24 Aug premier inn,-14.07,CSH
21792569,Sundry debit: VIA MOBILE ONLINE ON 11 Aug LIDL,-12.18,MPO
21792570,Sundry debit:  just eat,-27.96,CSH
21792571,Fin:  WETHERSPOONS,-25.62,DEB
21792572,Fin: CONTACTLESS WWW.JUST EAT.CO.UK ON 2019-8-28,-13.8,DEB
21792573,1Aug19 CONTACTLESS MACDONALDS,-30.26,DEB
21792574,NANDOS,-9.67,DEB
21792575,Cash at Transact  WAGAMAMAS,-28.68,CSH
21792576,Fin: UBERUK_EATS ON 15 Aug,-10.8,DEB
21792577,ON 6 Aug AIRBNB,-4.7,DEB
21792578,nandos CARD PAYMENT 27Jul19,-18.86,DEB
21792579,MACDONALDS 15Aug19 CONTACTLESS,-22.65,DEB
21792580,COSTA COFFEE ON 17 Jul,-31.87,DEB
21792581,krispy kreme,-2.8,DEB
21792582,SUNDRY DEBIT WAGAMAMAS ON 26 Jul,-31.89,FPO
21792583,LEON CONTACTLESS,-33.75,DEB
21792584,GWR FOOD ON TRAIN CONTACTLESS,-17.73,DEB
21792585,ON 2019-7-20 deliveroo.co.uk,-17.22,MPO
21792586,OINK  VIA FASTER PAYMENT,-29.51,FPO
21792587,tesco garage,-19.63,DEB
21792588,Cash at Transact PREMIER INN 30Jul19,-29.91,CSH
21792589,Sundry debit: ON 2019-8-31 JURYS INN,-15.56,CSH
21792590,BOOKING.COM,-16.37,CSH
21792591,the sanctuary cafe london,-15.78,CSH
21792592,CONTACTLESS MACDONALDS,-8.27,DEB
21792593,ON 4 Jul CAFFE NERO,-4.02,DEB
21792594,Cash at Transact THE WINES CELLA,-51.16,CSH
21792595,14Jul19  BOOKING.COM,-34.2,CSH
21792596,GREGGS PLC,-17.12,DEB
21792597,Fin: ON 2019-7-4  HOTEL IBIS,-11.57,FPO
21792598,NANDOS,-14.68,FPO
21792599,UBER EATS ON 2019-7-2,-47.28,CSH
21792600,CONTACTLESS dominos pizza uk,-28.58,DEB
21792601,deliveroo.co.uk  ON 11 Aug,-9.48,DEB
21792602,Apple Pay uber eats ON 15 Jul,-18.56,MPO
21792603,SAINSBURYS S/MKTS CAMBRIDGE,-28.87,DEB
21792604,Apple Pay lidl,-25.16,MPO
21792605,CONTACTLESS nandos,-22.28,DEB
21792606,SUNDRY DEBIT COSTA COFFEE  13Jul19,-16.4,DEB
21792607,Fin: ON 10 Aug UBER EATS VIA FASTER PAYMENT,-27.14,FPO
21792608,ON 20 Jul KFC,-19.04,DEB
21792609,SUNDRY DEBIT AIRBNB  ON 5 Jul,-26.86,DEB
21792610,SUNDRY DEBIT ON 31 Aug  TESCO METRO,-12.36,CSH
21792611,WETHERSPOONS,-6.05,CSH
21792612,30Aug19 CONTACTLESS WETHERSPOONS,-18.93,DEB
21792613,SUNDRY DEBIT kfc VIA MOBILE,-17.41,MPO
21792614,Sundry debit: ON 30 Jul ASDA CARD PAYMENT,-23.05,DEB
21792615,starbucks,-31.58,DEB
21792616,Sundry debit: CARD PAYMENT  EVENT CATERING,-20.82,DEB
21792617,CARD PAYMENT ON 8 Aug WETHERSPOONS,-32.17,DEB
21792618,pret a manger,-34.57,CSH
21792619,airbnb,-12.32,DEB
21792620,greggs plc CONTACTLESS ON 2019-7-22,-42.26,DEB
21792621,ALDI,-26.58,CSH
21792622,22Jul19 PRET A MANGER,-19.3,FPO
21792623,costa coffee,-30.9,FPO
21792624,AIRBNB  Cash at Transact,-1.06,CSH
21792625,Fin: JUST EAT ON 2019-7-19,-28.28,DEB
21792626,ASDA,-17.23,CSH
21792627,aldi 26Aug19 CARD PAYMENT,-19.77,DEB
21792628,17Aug19 tesco metro,-37.43,CSH
21792629,5Aug19 GREGGS PLC CONTACTLESS,-21.85,DEB
21792630,17Aug19  LEON,-19.99,DEB
21792631,AIRBNB  CARD PAYMENT,-24.85,DEB
21792632,upper crust ON 18 Aug,-16.72,DEB
21792633,Apple Pay UPPER CRUST,-7.82,MPO
21792634,Sundry debit: COSTA COFFEE  ON 8 Aug,-19.53,DEB
21792635,Sundry debit: 2Jul19 CONTACTLESS CAFFE NERO,-24.75,DEB
21792636,Sundry debit:  CONTACTLESS giraffe,-12.66,DEB
21792637,Fin:   m&s simply food,-12.45,MPO
21792638,starbucks,-14.68,CSH
21792639,barburrito ON 13 Aug,-14.93,DEB
21792640,ON 19 Jul  BOOKING.COM,-6.36,CSH
21792641,Fin:  STARBUCKS 1Aug19,-9.8,CSH
21792642,ON 2019-8-30  ALDI,-17.26,DEB
21792643,ON 16 Aug MACDONALDS,-23.02,CSH
21792644,ON 27 Jul CARD PAYMENT tfl travel,-16.87,DEB
21792645,ON 22 Aug CONTACTLESS STARBUCKS,-31.3,DEB
21792646,SUNDRY DEBIT  oink 1Jul19,-10.34,DEB
21792647,LIDL FASTER PAYMENTS OUT ON 2019-7-2,-14.85,FPO
21792648,greggs plc,-17.81,MPO
21792649,ON 15 Jul aldi,-16.68,DEB
21792650,WETHERSPOONS,-23.47,FPO
21792651,CARD PAYMENT 26Jul19 starbucks,-21.37,DEB
21792652,lidl,-22.71,DEB
21792653,Sundry debit: GIRAFFE,-28.4,CSH
21792654,airbnb CONTACTLESS,-20.88,DEB
21792655,Fin: MACDONALDS VIA MOBILE,-32.61,MPO
21792656,UPPER CRUST,-30.65,FPO
21792657,Fin: tesco garage,-18.63,DEB
21792658,ON 2019-7-7 nandos,-28.13,CSH
21792659,ON 2 Jul leon,-16.39,DEB
21792660,Fin: STARBUCKS ON 12 Jul,-23.66,MPO
21792661,24Jul19 BARBURRITO,-31.49,CSH
21792662,KRISPY KREME,-5.62,MPO
21792663,SUNDRY DEBIT CONTACTLESS starbucks,-20.4,DEB
21792664,Sundry debit: BOOKING.COM CARD PAYMENT,-15.3,DEB
21792665,STARBUCKS,-10.87,CSH
21792666,wagamamas,-26.99,CSH
21792667,Sundry debit: UBERUK_EATS ON 14 Jul Cash at Transact,-13.53,CSH
21792668,filling station,-15.97,DEB
21792669,starbucks  ON 2019-8-22,-28.7,CSH
21792670,Fin: ON 2019-7-26  COSTA COFFEE,-13.97,CSH
21792671,airbnb VIA FASTER PAYMENT,-27.83,FPO
21792672,Fin: 7Aug19  waitrose,-36.51,CSH
21792673,M&S SIMPLY FOOD 29Aug19 CARD PAYMENT,-28.47,DEB
21792674,HOTEL IBIS CARD PAYMENT,-30.2,DEB
21792675,Fin:  dominos pizza uk,-25.69,CSH
21792676,4Jul19 Cash at Transact PRET A MANGER,-30.81,CSH
21792677,5Aug19 WETHERSPOONS,-27.19,CSH
21792678,dominos pizza uk Cash at Transact 11Jul19,-16.74,CSH
21792679,NANDOS,-8.73,CSH
21792680,31Jul19 CARD PAYMENT nandos,-34.8,DEB
21792681,starbucks ON 2019-7-12 FASTER PAYMENTS OUT,-25.51,FPO
21792682,SUNDRY DEBIT ON 2019-8-24  giraffe,-25.74,CSH
21792683,Sundry debit:  23Aug19 dominos pizza uk,-12.91,CSH
21792684,THE WINES CELLA  CARD PAYMENT,-13.33,DEB
21792685,Fin: krispy kreme,-12.59,DEB
21792686,TRAVEL LODGE ON 2019-8-10,-29.65,FPO
21792687,Sundry debit: WETHERSPOONS  ON 17 Aug,-36.33,DEB
21792688,SUNDRY DEBIT  oink 12Jul19,-26.7,DEB
21792689,Fin:   GREGGS PLC,-24.6,DEB
21792690,VIA MOBILE ON 19 Aug WAGAMAMAS,-26.35,MPO
21792691,Fin:  www.just eat.co.uk CONTACTLESS,-17.63,DEB
21792692,Sundry debit: PRET A MANGER CARD PAYMENT 10Aug19,-20.56,DEB
21792693,UBERUK_EATS CARD PAYMENT ON 2019-8-22,-14.24,DEB
21792694,strbcks,-18.47,DEB
21792695,VIA FASTER PAYMENT leon,-3.34,FPO
21792696,airbnb,-5.74,CSH
21792697,CARD PAYMENT WAGAMAMAS 8Aug19,-22.56,DEB
21792698,CAFFE NERO  ON 2019-8-12,-10.14,CSH
21792699,Sundry debit:  CONTACTLESS GREGGS PLC,-35.52,DEB
21792700,SUNDRY DEBIT caffe nero  ON 9 Aug,-19.7,CSH
21792701,starbucks,-22.78,DEB
21792702,Sundry debit: CONTACTLESS 14Aug19 easyjet inflight meals,-46.47,DEB
21792703,DOMINOS PIZZA UK,-9.22,CSH
21792704,19Jul19 wetherspoons,-12.31,DEB
21792705,Sundry debit: dominos pizza uk ON 20 Jul CONTACTLESS,-4.5,DEB
21792706,Sundry debit:  BARBURRITO ON 2019-8-16,-14.2,FPO
21792707,travelodge CARD PAYMENT ON 9 Aug,-30.75,DEB
21792708,macdonalds,-28.9,DEB
21792709,KFC,-30.69,MPO
21792710,CONTACTLESS NANDOS,-1.32,DEB
21792711,Sundry debit: DELIVEROO.CO.UK CARD PAYMENT,-9.2,DEB
21792712,caffe nero ON 1 Jul CARD PAYMENT,-24.29,DEB
21792713,TRAVELODGE CONTACTLESS,-18.59,DEB
21792714,KFC,-10.91,CSH
21792715,starbucks,-31.05,DEB
21792716,Cash at Transact ON 20 Jul COSTA COFFEE,-26.81,CSH
21792717,lidl,-3.52,DEB
21792718,VIA MOBILE  hilton hotels,-1.3,MPO
21792719,deliveroo.co.uk ON 23 Aug,-11.23,CSH
21792720,caffe nero ON 2019-8-18,-35.61,DEB
21792721,ALDI CONTACTLESS,-25.58,DEB
21792722,Cash at Transact 30Jul19 dominos pizza uk,-2.92,CSH
21792723,Fin:  macdonalds,-29.45,DEB
21792724,Sundry debit: ON 2019-8-10  ALDI,-23.71,CSH
21792725,Fin: ON 2019-8-19 KRISPY KREME CARD PAYMENT,-21.05,DEB
21792726,travel lodge,-18.92,CSH
21792727,wagamamas  FASTER PAYMENTS OUT,-16.8,FPO
21792728,SUNDRY DEBIT ON 2019-7-9  uberuk_eats,-30.54,CSH
21792729,Sundry debit:  Cash at Transact nandos,-32.24,CSH
21792730,TESCO GARAGE,-24.34,CSH
21792731,Sundry debit: VIA FASTER PAYMENT KFC ON 2019-7-28,-33.36,FPO
21792732,nandos,-23.51,CSH
21792733,wagamamas  Cash at Transact,-23.2,CSH
21792734,DELIVEROO.CO.UK,-27.09,CSH
21792735,filling station ON 26 Aug,-27.61,FPO
21792736,Cash at Transact  barburrito,-20.72,CSH
21792737,yo sushi  VIA FASTER PAYMENT,-21.35,FPO
21792738,TRAVEL LODGE Cash at Transact,-19.11,CSH
21792739,macdonalds,-24.44,CSH
21792740,CARD PAYMENT GIRAFFE,-18.55,DEB
21792741,uberuk_eats,-26.15,CSH
21792742,Fin: nandos 14Jul19 VIA MOBILE,-7.77,MPO
21792743,Fin:  DOMINOS PIZZA UK CARD PAYMENT,-36.29,DEB
21792744,BOOKING.COM,-10.54,DEB
21792745,CONTACTLESS macdonalds,-3.7,DEB
21792746,YO SUSHI,-30.66,DEB
21792747,DOMINOS PIZZA UK ON 2019-7-1,-8.17,DEB
21792748,wetherspoons CARD PAYMENT,-17.31,DEB
21792749,Fin: leon,-29.28,DEB
21792750,Fin: ON 2019-7-17 macdonalds Cash at Transact,-31.01,CSH
21792751,DOMINOS PIZZA UK  ON 21 Aug,-31.32,DEB
21792752,FILLING STATION,-23.09,CSH
21792753,CARD PAYMENT  lidl,-8.78,DEB
21792754,Sundry debit: ON 30 Aug just eat CONTACTLESS,-18.07,DEB
21792755,Sundry debit:  9Aug19 LEON,-21.5,CSH
21792756,ON 10 Aug  COSTA COFFEE,-28.11,DEB
21792757,SUNDRY DEBIT costa coffee ON 13 Jul,-38.77,DEB
21792758,caffe nero,-46.54,CSH
21792759,SUNDRY DEBIT   YO SUSHI,-34.81,DEB
21792760,ON 2019-8-5 AIRBNB,-20.35,DEB
21792761,ON 12 Aug pret a manger,-30.4,MPO
21792762,ON 15 Jul MACDONALDS,-16.25,DEB
21792763,SUNDRY DEBIT  PRET A MANGER ON 14 Aug,-1.55,CSH
21792764,COSTA COFFEE,-34.73,CSH
21792765,Fin:  asda,-19.09,MPO
21792766,VIA MOBILE  AIRBNB,-21.89,MPO
21792767,PREMIER INN,-26.18,DEB
21792768,COSTA COFFEE Cash at Transact,-26.54,CSH
21792769,SUNDRY DEBIT wagamamas,-47.11,DEB
21792770,SUNDRY DEBIT CONTACTLESS costa coffee,-33.02,DEB
21792771,PREMIER INN Cash at Transact,-6.18,CSH
21792772,Sundry debit: CARD PAYMENT 7Jul19 STARBUCKS,-7.5,DEB
21792773,GREGGS PLC 8Aug19 CONTACTLESS,-25.32,DEB
21792774,CONTACTLESS travel lodge,-18.23,DEB
21792775,ON 23 Aug NANDOS CONTACTLESS,-33.39,DEB
21792776,ON 2019-7-2 macdonalds,-20.73,DEB
21792777,Fin: tfl travel  Cash at Transact,-17.55,CSH
21792778,SUNDRY DEBIT   JUST EAT,-29.64,DEB
21792779,MACDONALDS,-0.94,FPO
21792780,Sundry debit: CARD PAYMENT greggs plc 30Aug19,-25.24,DEB
21792781,ON 2019-8-24  EASYJET INFLIGHT MEALS,-25.04,DEB
21792782,macdonalds,-20.82,MPO
21792783,ALDI,-18.31,DEB
21792784,SUNDRY DEBIT nandos,-22.4,DEB
21792785,easyjet inflight meals 25Aug19,-18.11,CSH
21792786,CONTACTLESS M&S SIMPLY FOOD,-2.31,DEB
21792787,CARD PAYMENT TESCO GARAGE,-9.59,DEB
21792788,best western  ON 2019-8-28,-12.71,CSH
21792789,Sundry debit:  1Aug19 leon,-10.37,DEB
21792790,macdonalds,-22.05,CSH
21792791,CONTACTLESS COSTA COFFEE ON 5 Jul,-3.94,DEB
21792792,Fin:   AIRBNB,-17.81,CSH
21792793,m&s simply food VIA MOBILE ON 27 Aug,-12.63,MPO
21792794,upper crust,-20.29,DEB
21792795,ON 2019-7-25 kfc CONTACTLESS,-28.84,DEB
21792796,Sundry debit:   costa coffee,-18.53,CSH
21792797,Fin: 17Aug19 COSTA COFFEE,-13.99,FPO
21792798,Sundry debit:  ON 20 Jul MACDONALDS,-28.92,DEB
21792799,Cash at Transact uber eats,-19.67,CSH
21792800,SUNDRY DEBIT   DELIVEROO.CO.UK,-25.31,CSH
21792801,FASTER PAYMENTS OUT  tesco metro,-26.54,FPO
21792802,KFC,-37.76,DEB
21792803,Fin: nandos,-22.41,MPO
21792804,SUNDRY DEBIT 10Jul19  waitrose,-8.68,DEB
21792805,WAGAMAMAS,-28.66,DEB
21792806,ON 30 Aug COSTA COFFEE FASTER PAYMENTS OUT,-7.05,FPO
21792807,ON 5 Aug lidl Apple Pay,-28.8,MPO
21792808,SUNDRY DEBIT tesco metro  14Jul19,-34.91,DEB
21792809,SUNDRY DEBIT ON 2019-7-1 BEST WESTERN,-17.04,DEB
21792810,hotel ibis  ON 2019-7-12,-41.5,DEB
21792811,www.just eat.co.uk CONTACTLESS 17Aug19,-23.3,DEB
21792812,Sundry debit: kfc ON 2 Jul Cash at Transact,-24.71,CSH
21792813,ON 2019-8-6  MACDONALDS,-42.06,CSH
21792814,caffe nero,-20.45,CSH
21792815,UPPER CRUST,-16.61,DEB
21792816,pret a manger,-12.23,CSH
21792817,Fin:  krispy kreme,-23.64,DEB
21792818,ON 2019-8-22  aldi,-14.0,FPO
21792819,SUNDRY DEBIT  TESCO GARAGE,-3.89,CSH
21792820,SUNDRY DEBIT starbucks,-19.71,DEB
21792821,Sundry debit: TESCO METRO ON 2019-8-4 CONTACTLESS,-15.64,DEB
21792822,airbnb CARD PAYMENT ON 12 Jul,-25.96,DEB
