bank_transaction_id,bank_transaction_category,bank_transaction_dataset
21792072,ACCOMMODATION_AND_MEALS,TRAIN
21792073,ACCOMMODATION_AND_MEALS,TRAIN
21792074,ACCOMMODATION_AND_MEALS,TRAIN
21792075,ACCOMMODATION_AND_MEALS,TRAIN
21792076,ACCOMMODATION_AND_MEALS,TRAIN
21792077,ACCOMMODATION_AND_MEALS,TRAIN
21792078,ACCOMMODATION_AND_MEALS,TRAIN
21792079,ACCOMMODATION_AND_MEALS,TRAIN
21792080,ACCOMMODATION_AND_MEALS,TRAIN
21792081,ACCOMMODATION_AND_MEALS,TRAIN
21792082,ACCOMMODATION_AND_MEALS,TRAIN
21792083,ACCOMMODATION_AND_MEALS,TRAIN
21792084,TRAVEL,TRAIN
21792085,ACCOMMODATION_AND_MEALS,TRAIN
21792086,ACCOMMODATION_AND_MEALS,TRAIN
21792087,ACCOMMODATION_AND_MEALS,TRAIN
21792088,ACCOMMODATION_AND_MEALS,TRAIN
21792089,ACCOMMODATION_AND_MEALS,TRAIN
21792090,ACCOMMODATION_AND_MEALS,TRAIN
21792091,ACCOMMODATION_AND_MEALS,TRAIN
21792092,ACCOMMODATION_AND_MEALS,TRAIN
21792093,ACCOMMODATION_AND_MEALS,TRAIN
21792094,ACCOMMODATION_AND_MEALS,TRAIN
21792095,ACCOMMODATION_AND_MEALS,TRAIN
21792096,ACCOMMODATION_AND_MEALS,TRAIN
21792097,ACCOMMODATION_AND_MEALS,TRAIN
21792098,ACCOMMODATION_AND_MEALS,TRAIN
21792099,ACCOMMODATION_AND_MEALS,TRAIN
21792100,ACCOMMODATION_AND_MEALS,TRAIN
21792101,MOTOR_EXPENSES,TRAIN
21792102,ACCOMMODATION_AND_MEALS,TRAIN
21792103,ACCOMMODATION_AND_MEALS,TRAIN
21792104,ACCOMMODATION_AND_MEALS,TRAIN
21792105,ACCOMMODATION_AND_MEALS,TRAIN
21792106,ACCOMMODATION_AND_MEALS,TRAIN
21792107,ACCOMMODATION_AND_MEALS,TRAIN
21792108,ACCOMMODATION_AND_MEALS,TRAIN
21792109,ACCOMMODATION_AND_MEALS,TRAIN
21792110,ACCOMMODATION_AND_MEALS,TRAIN
21792111,ACCOMMODATION_AND_MEALS,TRAIN
21792112,ACCOMMODATION_AND_MEALS,TRAIN
21792113,ACCOMMODATION_AND_MEALS,TRAIN
21792114,ACCOMMODATION_AND_MEALS,TRAIN
21792115,ACCOMMODATION_AND_MEALS,TRAIN
21792116,ACCOMMODATION_AND_MEALS,TRAIN
21792117,ACCOMMODATION_AND_MEALS,TRAIN
21792118,ACCOMMODATION_AND_MEALS,TRAIN
21792119,ACCOMMODATION_AND_MEALS,TRAIN
21792120,ACCOMMODATION_AND_MEALS,TRAIN
21792121,ACCOMMODATION_AND_MEALS,TRAIN
21792122,ACCOMMODATION_AND_MEALS,TRAIN
21792123,ACCOMMODATION_AND_MEALS,TRAIN
21792124,ACCOMMODATION_AND_MEALS,TRAIN
21792125,ACCOMMODATION_AND_MEALS,TRAIN
21792126,ACCOMMODATION_AND_MEALS,TRAIN
21792127,ACCOMMODATION_AND_MEALS,TRAIN
21792128,MOTOR_EXPENSES,TRAIN
21792129,ACCOMMODATION_AND_MEALS,TRAIN
21792130,ACCOMMODATION_AND_MEALS,TRAIN
21792131,ACCOMMODATION_AND_MEALS,TRAIN
21792132,ACCOMMODATION_AND_MEALS,TRAIN
21792133,ACCOMMODATION_AND_MEALS,TRAIN
21792134,ACCOMMODATION_AND_MEALS,TRAIN
21792135,ACCOMMODATION_AND_MEALS,TRAIN
21792136,ACCOMMODATION_AND_MEALS,TRAIN
21792137,ACCOMMODATION_AND_MEALS,TRAIN
21792138,ACCOMMODATION_AND_MEALS,TRAIN
21792139,ACCOMMODATION_AND_MEALS,TRAIN
21792140,ACCOMMODATION_AND_MEALS,TRAIN
21792141,ACCOMMODATION_AND_MEALS,TRAIN
21792142,ACCOMMODATION_AND_MEALS,TRAIN
21792143,ACCOMMODATION_AND_MEALS,TRAIN
21792144,ACCOMMODATION_AND_MEALS,TRAIN
21792145,ACCOMMODATION_AND_MEALS,TRAIN
21792146,ACCOMMODATION_AND_MEALS,TRAIN
21792147,ACCOMMODATION_AND_MEALS,TRAIN
21792148,ACCOMMODATION_AND_MEALS,TRAIN
21792149,ACCOMMODATION_AND_MEALS,TRAIN
21792150,ACCOMMODATION_AND_MEALS,TRAIN
21792151,ACCOMMODATION_AND_MEALS,TRAIN
21792152,TRAVEL,TRAIN
21792153,ACCOMMODATION_AND_MEALS,TRAIN
21792154,ACCOMMODATION_AND_MEALS,TRAIN
21792155,ACCOMMODATION_AND_MEALS,TRAIN
21792156,ACCOMMODATION_AND_MEALS,TRAIN
21792157,ACCOMMODATION_AND_MEALS,TRAIN
21792158,ACCOMMODATION_AND_MEALS,TRAIN
21792159,ACCOMMODATION_AND_MEALS,TRAIN
21792160,ACCOMMODATION_AND_MEALS,TRAIN
21792161,ACCOMMODATION_AND_MEALS,TRAIN
21792162,ACCOMMODATION_AND_MEALS,TRAIN
21792163,ACCOMMODATION_AND_MEALS,TRAIN
21792164,ACCOMMODATION_AND_MEALS,TRAIN
21792165,ACCOMMODATION_AND_MEALS,TRAIN
21792166,ACCOMMODATION_AND_MEALS,TRAIN
21792167,ACCOMMODATION_AND_MEALS,TRAIN
21792168,ACCOMMODATION_AND_MEALS,TRAIN
21792169,ACCOMMODATION_AND_MEALS,TRAIN
21792170,ACCOMMODATION_AND_MEALS,TRAIN
21792171,ACCOMMODATION_AND_MEALS,TRAIN
21792172,ACCOMMODATION_AND_MEALS,TRAIN
21792173,ACCOMMODATION_AND_MEALS,TRAIN
21792174,ACCOMMODATION_AND_MEALS,TRAIN
21792175,ACCOMMODATION_AND_MEALS,TRAIN
21792176,ACCOMMODATION_AND_MEALS,TRAIN
21792177,ACCOMMODATION_AND_MEALS,TRAIN
21792178,ACCOMMODATION_AND_MEALS,TRAIN
21792179,ACCOMMODATION_AND_MEALS,TRAIN
21792180,ACCOMMODATION_AND_MEALS,TRAIN
21792181,ACCOMMODATION_AND_MEALS,TRAIN
21792182,ACCOMMODATION_AND_MEALS,TRAIN
21792183,ACCOMMODATION_AND_MEALS,TRAIN
21792184,ACCOMMODATION_AND_MEALS,TRAIN
21792185,ACCOMMODATION_AND_MEALS,TRAIN
21792186,ACCOMMODATION_AND_MEALS,TRAIN
21792187,ACCOMMODATION_AND_MEALS,TRAIN
21792188,ACCOMMODATION_AND_MEALS,TRAIN
21792189,ACCOMMODATION_AND_MEALS,TRAIN
21792190,ACCOMMODATION_AND_MEALS,TRAIN
21792191,ACCOMMODATION_AND_MEALS,TRAIN
21792192,ACCOMMODATION_AND_MEALS,TRAIN
21792193,ACCOMMODATION_AND_MEALS,TRAIN
21792194,ACCOMMODATION_AND_MEALS,TRAIN
21792195,ACCOMMODATION_AND_MEALS,TRAIN
21792196,ACCOMMODATION_AND_MEALS,TRAIN
21792197,ACCOMMODATION_AND_MEALS,TRAIN
21792198,ACCOMMODATION_AND_MEALS,TRAIN
21792199,ACCOMMODATION_AND_MEALS,TRAIN
21792200,ACCOMMODATION_AND_MEALS,TRAIN
21792201,ACCOMMODATION_AND_MEALS,TRAIN
21792202,ACCOMMODATION_AND_MEALS,TRAIN
21792203,ACCOMMODATION_AND_MEALS,TRAIN
21792204,ACCOMMODATION_AND_MEALS,TRAIN
21792205,ACCOMMODATION_AND_MEALS,TRAIN
21792206,ACCOMMODATION_AND_MEALS,TRAIN
21792207,ACCOMMODATION_AND_MEALS,TRAIN
21792208,ACCOMMODATION_AND_MEALS,TRAIN
21792209,ACCOMMODATION_AND_MEALS,TRAIN
21792210,ACCOMMODATION_AND_MEALS,TRAIN
21792211,ACCOMMODATION_AND_MEALS,TRAIN
21792212,ACCOMMODATION_AND_MEALS,TRAIN
21792213,ACCOMMODATION_AND_MEALS,TRAIN
21792214,ACCOMMODATION_AND_MEALS,TRAIN
21792215,ACCOMMODATION_AND_MEALS,TRAIN
21792216,ACCOMMODATION_AND_MEALS,TRAIN
21792217,ACCOMMODATION_AND_MEALS,TRAIN
21792218,ACCOMMODATION_AND_MEALS,TRAIN
21792219,ACCOMMODATION_AND_MEALS,TRAIN
21792220,ACCOMMODATION_AND_MEALS,TRAIN
21792221,ACCOMMODATION_AND_MEALS,TRAIN
21792222,ACCOMMODATION_AND_MEALS,TRAIN
21792223,ACCOMMODATION_AND_MEALS,TRAIN
21792224,ACCOMMODATION_AND_MEALS,TRAIN
21792225,ACCOMMODATION_AND_MEALS,TRAIN
21792226,ACCOMMODATION_AND_MEALS,TRAIN
21792227,ACCOMMODATION_AND_MEALS,TRAIN
21792228,ACCOMMODATION_AND_MEALS,TRAIN
21792229,ACCOMMODATION_AND_MEALS,TRAIN
21792230,MOTOR_EXPENSES,TRAIN
21792231,ACCOMMODATION_AND_MEALS,TRAIN
21792232,ACCOMMODATION_AND_MEALS,TRAIN
21792233,ACCOMMODATION_AND_MEALS,TRAIN
21792234,ACCOMMODATION_AND_MEALS,TRAIN
21792235,ACCOMMODATION_AND_MEALS,TRAIN
21792236,ACCOMMODATION_AND_MEALS,TRAIN
21792237,ACCOMMODATION_AND_MEALS,TRAIN
21792238,ACCOMMODATION_AND_MEALS,TRAIN
21792239,ACCOMMODATION_AND_MEALS,TRAIN
21792240,ACCOMMODATION_AND_MEALS,TRAIN
21792241,ACCOMMODATION_AND_MEALS,TRAIN
21792242,ACCOMMODATION_AND_MEALS,TRAIN
21792243,ACCOMMODATION_AND_MEALS,TRAIN
21792244,ACCOMMODATION_AND_MEALS,TRAIN
21792245,ACCOMMODATION_AND_MEALS,TRAIN
21792246,ACCOMMODATION_AND_MEALS,TRAIN
21792247,ACCOMMODATION_AND_MEALS,TRAIN
21792248,ACCOMMODATION_AND_MEALS,TRAIN
21792249,ACCOMMODATION_AND_MEALS,TRAIN
21792250,ACCOMMODATION_AND_MEALS,TRAIN
21792251,ACCOMMODATION_AND_MEALS,TRAIN
21792252,ACCOMMODATION_AND_MEALS,TRAIN
21792253,ACCOMMODATION_AND_MEALS,TRAIN
21792254,ACCOMMODATION_AND_MEALS,TRAIN
21792255,ACCOMMODATION_AND_MEALS,TRAIN
21792256,ACCOMMODATION_AND_MEALS,TRAIN
21792257,ACCOMMODATION_AND_MEALS,TRAIN
21792258,ACCOMMODATION_AND_MEALS,TRAIN
21792259,ACCOMMODATION_AND_MEALS,TRAIN
21792260,ACCOMMODATION_AND_MEALS,TRAIN
21792261,ACCOMMODATION_AND_MEALS,TRAIN
21792262,ACCOMMODATION_AND_MEALS,TRAIN
21792263,ACCOMMODATION_AND_MEALS,TRAIN
21792264,ACCOMMODATION_AND_MEALS,TRAIN
21792265,ACCOMMODATION_AND_MEALS,TRAIN
21792266,ACCOMMODATION_AND_MEALS,TRAIN
21792267,ACCOMMODATION_AND_MEALS,TRAIN
21792268,ACCOMMODATION_AND_MEALS,TRAIN
21792269,ACCOMMODATION_AND_MEALS,TRAIN
21792270,ACCOMMODATION_AND_MEALS,TRAIN
21792271,ACCOMMODATION_AND_MEALS,TRAIN
21792272,ACCOMMODATION_AND_MEALS,TRAIN
21792273,ACCOMMODATION_AND_MEALS,TRAIN
21792274,ACCOMMODATION_AND_MEALS,TRAIN
21792275,ACCOMMODATION_AND_MEALS,TRAIN
21792276,ACCOMMODATION_AND_MEALS,TRAIN
21792277,ACCOMMODATION_AND_MEALS,TRAIN
21792278,ACCOMMODATION_AND_MEALS,TRAIN
21792279,ACCOMMODATION_AND_MEALS,TRAIN
21792280,ACCOMMODATION_AND_MEALS,TRAIN
21792281,ACCOMMODATION_AND_MEALS,TRAIN
21792282,ACCOMMODATION_AND_MEALS,TRAIN
21792283,ACCOMMODATION_AND_MEALS,TRAIN
21792284,ACCOMMODATION_AND_MEALS,TRAIN
21792285,ACCOMMODATION_AND_MEALS,TRAIN
21792286,ACCOMMODATION_AND_MEALS,TRAIN
21792287,ACCOMMODATION_AND_MEALS,TRAIN
21792288,ACCOMMODATION_AND_MEALS,TRAIN
21792289,ACCOMMODATION_AND_MEALS,TRAIN
21792290,ACCOMMODATION_AND_MEALS,TRAIN
21792291,ACCOMMODATION_AND_MEALS,TRAIN
21792292,ACCOMMODATION_AND_MEALS,TRAIN
21792293,ACCOMMODATION_AND_MEALS,TRAIN
21792294,ACCOMMODATION_AND_MEALS,TRAIN
21792295,ACCOMMODATION_AND_MEALS,TRAIN
21792296,ACCOMMODATION_AND_MEALS,TRAIN
21792297,ACCOMMODATION_AND_MEALS,TRAIN
21792298,ACCOMMODATION_AND_MEALS,TRAIN
21792299,ACCOMMODATION_AND_MEALS,TRAIN
21792300,ACCOMMODATION_AND_MEALS,TRAIN
21792301,ACCOMMODATION_AND_MEALS,TRAIN
21792302,MOTOR_EXPENSES,TRAIN
21792303,ACCOMMODATION_AND_MEALS,TRAIN
21792304,ACCOMMODATION_AND_MEALS,TRAIN
21792305,TRAVEL,TRAIN
21792306,ACCOMMODATION_AND_MEALS,TRAIN
21792307,ACCOMMODATION_AND_MEALS,TRAIN
21792308,ACCOMMODATION_AND_MEALS,TRAIN
21792309,ACCOMMODATION_AND_MEALS,TRAIN
21792310,ACCOMMODATION_AND_MEALS,TRAIN
21792311,TRAVEL,TRAIN
21792312,TRAVEL,TRAIN
21792313,ACCOMMODATION_AND_MEALS,TRAIN
21792314,ACCOMMODATION_AND_MEALS,TRAIN
21792315,ACCOMMODATION_AND_MEALS,TRAIN
21792316,TRAVEL,TRAIN
21792317,ACCOMMODATION_AND_MEALS,TRAIN
21792318,ACCOMMODATION_AND_MEALS,TRAIN
21792319,ACCOMMODATION_AND_MEALS,TRAIN
21792320,MOTOR_EXPENSES,TRAIN
21792321,ACCOMMODATION_AND_MEALS,TRAIN
21792322,ACCOMMODATION_AND_MEALS,TRAIN
21792323,ACCOMMODATION_AND_MEALS,TRAIN
21792324,ACCOMMODATION_AND_MEALS,TRAIN
21792325,ACCOMMODATION_AND_MEALS,TRAIN
21792326,ACCOMMODATION_AND_MEALS,TRAIN
21792327,ACCOMMODATION_AND_MEALS,TRAIN
21792328,ACCOMMODATION_AND_MEALS,TRAIN
21792329,ACCOMMODATION_AND_MEALS,TRAIN
21792330,ACCOMMODATION_AND_MEALS,TRAIN
21792331,ACCOMMODATION_AND_MEALS,TRAIN
21792332,ACCOMMODATION_AND_MEALS,TRAIN
21792333,ACCOMMODATION_AND_MEALS,TRAIN
21792334,ACCOMMODATION_AND_MEALS,TRAIN
21792335,ACCOMMODATION_AND_MEALS,TRAIN
21792336,TRAVEL,TRAIN
21792337,ACCOMMODATION_AND_MEALS,TRAIN
21792338,ACCOMMODATION_AND_MEALS,TRAIN
21792339,ACCOMMODATION_AND_MEALS,TRAIN
21792340,ACCOMMODATION_AND_MEALS,TRAIN
21792341,ACCOMMODATION_AND_MEALS,TRAIN
21792342,ACCOMMODATION_AND_MEALS,TRAIN
21792343,ACCOMMODATION_AND_MEALS,TRAIN
21792344,ACCOMMODATION_AND_MEALS,TRAIN
21792345,ACCOMMODATION_AND_MEALS,TRAIN
21792346,MOTOR_EXPENSES,TRAIN
21792347,ACCOMMODATION_AND_MEALS,TRAIN
21792348,ACCOMMODATION_AND_MEALS,TRAIN
21792349,MOTOR_EXPENSES,TRAIN
21792350,ACCOMMODATION_AND_MEALS,TRAIN
21792351,ACCOMMODATION_AND_MEALS,TRAIN
21792352,ACCOMMODATION_AND_MEALS,TRAIN
21792353,ACCOMMODATION_AND_MEALS,TRAIN
21792354,MOTOR_EXPENSES,TRAIN
21792355,ACCOMMODATION_AND_MEALS,TRAIN
21792356,ACCOMMODATION_AND_MEALS,TRAIN
21792357,ACCOMMODATION_AND_MEALS,TRAIN
21792358,TRAVEL,TRAIN
21792359,ACCOMMODATION_AND_MEALS,TRAIN
21792360,ACCOMMODATION_AND_MEALS,TRAIN
21792361,ACCOMMODATION_AND_MEALS,TRAIN
21792362,ACCOMMODATION_AND_MEALS,TRAIN
21792363,ACCOMMODATION_AND_MEALS,TRAIN
21792364,ACCOMMODATION_AND_MEALS,TRAIN
21792365,ACCOMMODATION_AND_MEALS,TRAIN
21792366,ACCOMMODATION_AND_MEALS,TRAIN
21792367,ACCOMMODATION_AND_MEALS,TRAIN
21792368,MOTOR_EXPENSES,TRAIN
21792369,ACCOMMODATION_AND_MEALS,TRAIN
21792370,ACCOMMODATION_AND_MEALS,TRAIN
21792371,ACCOMMODATION_AND_MEALS,TRAIN
21792372,ACCOMMODATION_AND_MEALS,TRAIN
21792373,ACCOMMODATION_AND_MEALS,TRAIN
21792374,ACCOMMODATION_AND_MEALS,TRAIN
21792375,ACCOMMODATION_AND_MEALS,TRAIN
21792376,ACCOMMODATION_AND_MEALS,TRAIN
21792377,ACCOMMODATION_AND_MEALS,TRAIN
21792378,ACCOMMODATION_AND_MEALS,TRAIN
21792379,ACCOMMODATION_AND_MEALS,TRAIN
21792380,ACCOMMODATION_AND_MEALS,TRAIN
21792381,ACCOMMODATION_AND_MEALS,TRAIN
21792382,ACCOMMODATION_AND_MEALS,TRAIN
21792383,ACCOMMODATION_AND_MEALS,TRAIN
21792384,ACCOMMODATION_AND_MEALS,TRAIN
21792385,ACCOMMODATION_AND_MEALS,TRAIN
21792386,ACCOMMODATION_AND_MEALS,TRAIN
21792387,ACCOMMODATION_AND_MEALS,TRAIN
21792388,ACCOMMODATION_AND_MEALS,TRAIN
21792389,ACCOMMODATION_AND_MEALS,TRAIN
21792390,ACCOMMODATION_AND_MEALS,TRAIN
21792391,ACCOMMODATION_AND_MEALS,TRAIN
21792392,ACCOMMODATION_AND_MEALS,TRAIN
21792393,ACCOMMODATION_AND_MEALS,TRAIN
21792394,ACCOMMODATION_AND_MEALS,TRAIN
21792395,ACCOMMODATION_AND_MEALS,TRAIN
21792396,ACCOMMODATION_AND_MEALS,TRAIN
21792397,ACCOMMODATION_AND_MEALS,TRAIN
21792398,ACCOMMODATION_AND_MEALS,TRAIN
21792399,ACCOMMODATION_AND_MEALS,TRAIN
21792400,ACCOMMODATION_AND_MEALS,TRAIN
21792401,TRAVEL,TRAIN
21792402,ACCOMMODATION_AND_MEALS,TRAIN
21792403,ACCOMMODATION_AND_MEALS,TRAIN
21792404,ACCOMMODATION_AND_MEALS,TRAIN
21792405,ACCOMMODATION_AND_MEALS,TRAIN
21792406,ACCOMMODATION_AND_MEALS,TRAIN
21792407,ACCOMMODATION_AND_MEALS,TRAIN
21792408,ACCOMMODATION_AND_MEALS,TRAIN
21792409,ACCOMMODATION_AND_MEALS,TRAIN
21792410,ACCOMMODATION_AND_MEALS,TRAIN
21792411,ACCOMMODATION_AND_MEALS,TRAIN
21792412,ACCOMMODATION_AND_MEALS,TRAIN
21792413,ACCOMMODATION_AND_MEALS,TRAIN
21792414,ACCOMMODATION_AND_MEALS,TRAIN
21792415,ACCOMMODATION_AND_MEALS,TRAIN
21792416,ACCOMMODATION_AND_MEALS,TRAIN
21792417,ACCOMMODATION_AND_MEALS,TRAIN
21792418,ACCOMMODATION_AND_MEALS,TRAIN
21792419,ACCOMMODATION_AND_MEALS,TRAIN
21792420,ACCOMMODATION_AND_MEALS,TRAIN
21792421,ACCOMMODATION_AND_MEALS,TRAIN
21792422,ACCOMMODATION_AND_MEALS,TRAIN
21792423,ACCOMMODATION_AND_MEALS,TRAIN
21792424,ACCOMMODATION_AND_MEALS,TRAIN
21792425,ACCOMMODATION_AND_MEALS,TRAIN
21792426,ACCOMMODATION_AND_MEALS,TRAIN
21792427,ACCOMMODATION_AND_MEALS,TRAIN
21792428,ACCOMMODATION_AND_MEALS,TRAIN
21792429,ACCOMMODATION_AND_MEALS,TRAIN
21792430,ACCOMMODATION_AND_MEALS,TRAIN
21792431,ACCOMMODATION_AND_MEALS,TRAIN
21792432,ACCOMMODATION_AND_MEALS,TRAIN
21792433,ACCOMMODATION_AND_MEALS,TRAIN
21792434,ACCOMMODATION_AND_MEALS,TRAIN
21792435,ACCOMMODATION_AND_MEALS,TRAIN
21792436,ACCOMMODATION_AND_MEALS,TRAIN
21792437,ACCOMMODATION_AND_MEALS,TRAIN
21792438,ACCOMMODATION_AND_MEALS,TRAIN
21792439,ACCOMMODATION_AND_MEALS,TRAIN
21792440,ACCOMMODATION_AND_MEALS,TRAIN
21792441,ACCOMMODATION_AND_MEALS,TRAIN
21792442,ACCOMMODATION_AND_MEALS,TRAIN
21792443,ACCOMMODATION_AND_MEALS,TRAIN
21792444,ACCOMMODATION_AND_MEALS,TRAIN
21792445,ACCOMMODATION_AND_MEALS,TRAIN
21792446,ACCOMMODATION_AND_MEALS,TRAIN
21792447,ACCOMMODATION_AND_MEALS,TRAIN
21792448,ACCOMMODATION_AND_MEALS,TRAIN
21792449,ACCOMMODATION_AND_MEALS,TRAIN
21792450,ACCOMMODATION_AND_MEALS,TRAIN
21792451,ACCOMMODATION_AND_MEALS,TRAIN
21792452,ACCOMMODATION_AND_MEALS,TRAIN
21792453,ACCOMMODATION_AND_MEALS,TRAIN
21792454,ACCOMMODATION_AND_MEALS,TRAIN
21792455,ACCOMMODATION_AND_MEALS,TRAIN
21792456,ACCOMMODATION_AND_MEALS,TRAIN
21792457,ACCOMMODATION_AND_MEALS,TRAIN
21792458,ACCOMMODATION_AND_MEALS,TRAIN
21792459,ACCOMMODATION_AND_MEALS,TRAIN
21792460,ACCOMMODATION_AND_MEALS,TRAIN
21792461,ACCOMMODATION_AND_MEALS,TRAIN
21792462,TRAVEL,TRAIN
21792463,ACCOMMODATION_AND_MEALS,TRAIN
21792464,ACCOMMODATION_AND_MEALS,TRAIN
21792465,ACCOMMODATION_AND_MEALS,TRAIN
21792466,ACCOMMODATION_AND_MEALS,TRAIN
21792467,ACCOMMODATION_AND_MEALS,TRAIN
21792468,ACCOMMODATION_AND_MEALS,TRAIN
21792469,ACCOMMODATION_AND_MEALS,TRAIN
21792470,ACCOMMODATION_AND_MEALS,TRAIN
21792471,ACCOMMODATION_AND_MEALS,TRAIN
21792472,ACCOMMODATION_AND_MEALS,TRAIN
21792473,ACCOMMODATION_AND_MEALS,TRAIN
21792474,ACCOMMODATION_AND_MEALS,TRAIN
21792475,ACCOMMODATION_AND_MEALS,TRAIN
21792476,ACCOMMODATION_AND_MEALS,TRAIN
21792477,ACCOMMODATION_AND_MEALS,TRAIN
21792478,TRAVEL,TRAIN
21792479,ACCOMMODATION_AND_MEALS,TRAIN
21792480,ACCOMMODATION_AND_MEALS,TRAIN
21792481,ACCOMMODATION_AND_MEALS,TRAIN
21792482,ACCOMMODATION_AND_MEALS,TRAIN
21792483,ACCOMMODATION_AND_MEALS,TRAIN
21792484,ACCOMMODATION_AND_MEALS,TRAIN
21792485,ACCOMMODATION_AND_MEALS,TRAIN
21792486,ACCOMMODATION_AND_MEALS,TRAIN
21792487,ACCOMMODATION_AND_MEALS,TRAIN
21792488,ACCOMMODATION_AND_MEALS,TRAIN
21792489,ACCOMMODATION_AND_MEALS,TRAIN
21792490,ACCOMMODATION_AND_MEALS,TRAIN
21792491,ACCOMMODATION_AND_MEALS,TRAIN
21792492,ACCOMMODATION_AND_MEALS,TRAIN
21792493,ACCOMMODATION_AND_MEALS,TRAIN
21792494,TRAVEL,TRAIN
21792495,ACCOMMODATION_AND_MEALS,TRAIN
21792496,ACCOMMODATION_AND_MEALS,TRAIN
21792497,ACCOMMODATION_AND_MEALS,TRAIN
21792498,ACCOMMODATION_AND_MEALS,TRAIN
21792499,ACCOMMODATION_AND_MEALS,TRAIN
21792500,ACCOMMODATION_AND_MEALS,TRAIN
21792501,ACCOMMODATION_AND_MEALS,TRAIN
21792502,ACCOMMODATION_AND_MEALS,TRAIN
21792503,ACCOMMODATION_AND_MEALS,TRAIN
21792504,ACCOMMODATION_AND_MEALS,TRAIN
21792505,ACCOMMODATION_AND_MEALS,TRAIN
21792506,TRAVEL,TRAIN
21792507,ACCOMMODATION_AND_MEALS,TRAIN
21792508,ACCOMMODATION_AND_MEALS,TRAIN
21792509,ACCOMMODATION_AND_MEALS,TRAIN
21792510,ACCOMMODATION_AND_MEALS,TRAIN
21792511,ACCOMMODATION_AND_MEALS,TRAIN
21792512,ACCOMMODATION_AND_MEALS,TRAIN
21792513,ACCOMMODATION_AND_MEALS,TRAIN
21792514,ACCOMMODATION_AND_MEALS,TRAIN
21792515,ACCOMMODATION_AND_MEALS,TRAIN
21792516,ACCOMMODATION_AND_MEALS,TRAIN
21792517,ACCOMMODATION_AND_MEALS,TRAIN
21792518,ACCOMMODATION_AND_MEALS,TRAIN
21792519,ACCOMMODATION_AND_MEALS,TRAIN
21792520,ACCOMMODATION_AND_MEALS,TRAIN
21792521,ACCOMMODATION_AND_MEALS,TRAIN
21792522,ACCOMMODATION_AND_MEALS,TRAIN
21792523,ACCOMMODATION_AND_MEALS,TRAIN
21792524,ACCOMMODATION_AND_MEALS,TRAIN
21792525,ACCOMMODATION_AND_MEALS,TRAIN
21792526,ACCOMMODATION_AND_MEALS,TRAIN
21792527,ACCOMMODATION_AND_MEALS,TRAIN
21792528,ACCOMMODATION_AND_MEALS,TRAIN
21792529,TRAVEL,TRAIN
21792530,ACCOMMODATION_AND_MEALS,TRAIN
21792531,ACCOMMODATION_AND_MEALS,TRAIN
21792532,ACCOMMODATION_AND_MEALS,TRAIN
21792533,MOTOR_EXPENSES,TRAIN
21792534,ACCOMMODATION_AND_MEALS,TRAIN
21792535,ACCOMMODATION_AND_MEALS,TRAIN
21792536,ACCOMMODATION_AND_MEALS,TRAIN
21792537,ACCOMMODATION_AND_MEALS,TRAIN
21792538,ACCOMMODATION_AND_MEALS,TRAIN
21792539,ACCOMMODATION_AND_MEALS,TRAIN
21792540,MOTOR_EXPENSES,TRAIN
21792541,ACCOMMODATION_AND_MEALS,TRAIN
21792542,ACCOMMODATION_AND_MEALS,TRAIN
21792543,ACCOMMODATION_AND_MEALS,TRAIN
21792544,ACCOMMODATION_AND_MEALS,TRAIN
21792545,ACCOMMODATION_AND_MEALS,TRAIN
21792546,ACCOMMODATION_AND_MEALS,TRAIN
21792547,ACCOMMODATION_AND_MEALS,TRAIN
21792548,ACCOMMODATION_AND_MEALS,TRAIN
21792549,ACCOMMODATION_AND_MEALS,TRAIN
21792550,ACCOMMODATION_AND_MEALS,TRAIN
21792551,ACCOMMODATION_AND_MEALS,TRAIN
21792552,ACCOMMODATION_AND_MEALS,TRAIN
21792553,ACCOMMODATION_AND_MEALS,TRAIN
21792554,MOTOR_EXPENSES,TRAIN
21792555,ACCOMMODATION_AND_MEALS,TRAIN
21792556,ACCOMMODATION_AND_MEALS,TRAIN
21792557,ACCOMMODATION_AND_MEALS,TRAIN
21792558,ACCOMMODATION_AND_MEALS,TRAIN
21792559,ACCOMMODATION_AND_MEALS,TRAIN
21792560,ACCOMMODATION_AND_MEALS,TRAIN
21792561,ACCOMMODATION_AND_MEALS,TRAIN
21792562,ACCOMMODATION_AND_MEALS,TRAIN
21792563,ACCOMMODATION_AND_MEALS,TRAIN
21792564,ACCOMMODATION_AND_MEALS,TRAIN
21792565,ACCOMMODATION_AND_MEALS,TRAIN
21792566,ACCOMMODATION_AND_MEALS,TRAIN
21792567,ACCOMMODATION_AND_MEALS,TRAIN
21792568,ACCOMMODATION_AND_MEALS,TRAIN
21792569,ACCOMMODATION_AND_MEALS,TRAIN
21792570,ACCOMMODATION_AND_MEALS,TRAIN
21792571,ACCOMMODATION_AND_MEALS,TRAIN
21792572,ACCOMMODATION_AND_MEALS,TRAIN
21792573,ACCOMMODATION_AND_MEALS,TRAIN
21792574,TRAVEL,TRAIN
21792575,ACCOMMODATION_AND_MEALS,TRAIN
21792576,ACCOMMODATION_AND_MEALS,TRAIN
21792577,ACCOMMODATION_AND_MEALS,TRAIN
21792578,ACCOMMODATION_AND_MEALS,TRAIN
